id,downloads,likes,tags,created_at,last_modified,private,search_task
Lots-of-LoRAs/task144_subjqa_question_answering,53,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:text",2024-07-02T19:46:35.000Z,2024-07-16T14:02:18.000Z,False,question-answering
Lots-of-LoRAs/task751_svamp_subtraction_question_answering,50,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:text",2024-07-02T19:44:34.000Z,2024-07-16T14:53:52.000Z,False,question-answering
Ashima/qwen3_0.6b-rlvr_task1296_wiki_hop_question_answering,49,0,"size_categories:1K<n<10K, format:parquet, format:optimized-parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:polars",2026-02-23T21:42:18.000Z,2026-02-23T21:42:21.000Z,False,question-answering
Ashima/qwen3_0.6b-rlvr_task1297_qasc_question_answering,46,0,"size_categories:1K<n<10K, format:parquet, format:optimized-parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:polars",2026-02-23T21:48:31.000Z,2026-02-23T21:48:33.000Z,False,question-answering
Lots-of-LoRAs/task867_mawps_multiop_question_answering,45,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:text",2024-07-03T20:49:57.000Z,2024-07-16T14:54:13.000Z,False,question-answering
Lots-of-LoRAs/task1286_openbookqa_question_answering,44,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-02T19:34:45.000Z,2024-07-16T14:18:05.000Z,False,question-answering
Lots-of-LoRAs/task754_svamp_common-division_question_answering,43,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:text",2024-07-03T21:05:40.000Z,2024-07-16T13:54:45.000Z,False,question-answering
Ashima/qwen3_0.6b-rlvr_task863_asdiv_multiop_question_answering,43,0,"size_categories:n<1K, format:parquet, format:optimized-parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:polars",2026-02-20T01:53:36.000Z,2026-02-20T01:53:38.000Z,False,question-answering
Lots-of-LoRAs/task753_svamp_addition_question_answering,42,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:text",2024-07-02T19:50:55.000Z,2024-07-16T14:23:56.000Z,False,question-answering
Lots-of-LoRAs/task178_quartz_question_answering,42,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-02T19:52:41.000Z,2024-07-16T14:26:04.000Z,False,question-answering
xwjzds/extractive_qa_question_answering_hr,41,7,"language:en, license:apache-2.0, size_categories:1K<n<10K, format:csv, modality:text, library:datasets, library:pandas, library:mlcroissant",2024-03-19T17:02:08.000Z,2024-03-22T19:27:20.000Z,False,question-answering
Lots-of-LoRAs/task1731_quartz_question_answering,39,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-02T19:43:37.000Z,2024-07-16T13:39:09.000Z,False,question-answering
nezahatkorkmaz/Turkish-medical-visual-question-answering-LLaVa-dataset,39,5,"task_categories:question-answering, language:tr, license:mit, size_categories:n<1K, format:imagefolder, modality:image, library:datasets, library:mlcroissant",2025-03-19T21:48:34.000Z,2025-03-19T22:27:05.000Z,False,question-answering
OneEyeDJ/Art-Vision-Question-Answering-Dataset,38,2,"task_categories:image-to-text, task_categories:visual-question-answering, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:image, modality:tabular",2025-08-21T19:16:13.000Z,2025-08-21T19:40:05.000Z,False,question-answering
OpenFinAL/Financial_Question_Answering,34,2,"license:apache-2.0, size_categories:1K<n<10K, format:csv, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars",2025-11-11T16:43:36.000Z,2025-11-11T16:48:27.000Z,False,question-answering
LLaMAX/BenchMAX_Question_Answering,30,0,"task_categories:text-generation, multilinguality:multilingual, language:en, language:zh, language:es, language:fr, language:de, language:ru",2025-02-10T14:48:31.000Z,2025-03-19T07:48:39.000Z,False,question-answering
InfoBayAI/Hindi_STEM_Question_Answering_MCQA_Dataset,30,0,"task_categories:question-answering, task_ids:multiple-choice-qa, language:hi, license:cc-by-4.0, size_categories:n<1K, format:parquet, modality:text, library:datasets",2025-12-24T07:25:00.000Z,2026-04-06T07:34:16.000Z,False,question-answering
Ashima/qwen3_0.6b-rlvr_task178_quartz_question_answering,30,0,"size_categories:n<1K, format:parquet, format:optimized-parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:polars",2026-02-23T02:21:31.000Z,2026-02-23T02:21:33.000Z,False,question-answering
Lots-of-LoRAs/task865_mawps_addsub_question_answering,29,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-02T19:49:11.000Z,2024-07-16T14:32:51.000Z,False,question-answering
chenle015/OpenMP_Question_Answering,28,1,"license:bsd, size_categories:n<1K, format:csv, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2023-08-28T19:31:47.000Z,2023-08-29T16:19:22.000Z,False,question-answering
Nexdata/Chinese_Medical_Question_Answering_Data,28,7,"task_categories:question-answering, language:zh, size_categories:n<1K, format:imagefolder, modality:image, library:datasets, library:mlcroissant, region:us",2023-11-08T08:10:28.000Z,2025-04-24T07:29:14.000Z,False,question-answering
Lots-of-LoRAs/task861_asdiv_addsub_question_answering,28,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:text",2024-07-03T20:52:10.000Z,2024-07-16T13:27:30.000Z,False,question-answering
Ashima/qwen3_0.6b-rlvr_task867_mawps_multiop_question_answering,27,0,"size_categories:n<1K, format:parquet, format:optimized-parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:polars",2026-02-24T01:48:32.000Z,2026-02-24T01:48:35.000Z,False,question-answering
kurehamnm/Chinese_Question_Answering_Dataset,26,2,"task_categories:question-answering, language:zh, size_categories:1M<n<10M, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant",2024-03-09T14:19:21.000Z,2024-12-25T05:32:47.000Z,False,question-answering
taesiri/video-game-question-answering,25,1,"size_categories:10K<n<100K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2023-12-07T00:40:26.000Z,2023-12-11T22:32:13.000Z,False,question-answering
te-sla/QuestionAnswering,25,0,"task_categories:question-answering, language:sr, license:cc-by-sa-4.0, size_categories:10K<n<100K, format:parquet, format:optimized-parquet, modality:text, library:datasets",2026-03-14T03:23:31.000Z,2026-03-17T10:59:12.000Z,False,question-answering
nogyxo/question-answering-ukrainian,24,3,"size_categories:100K<n<1M, format:csv, modality:tabular, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars",2023-06-04T17:39:08.000Z,2023-06-04T17:43:10.000Z,False,question-answering
InfoBayAI/English_STEM_Question_Answering_MCQA_Dataset,22,0,"task_categories:question-answering, task_ids:multiple-choice-qa, language:en, license:cc-by-4.0, size_categories:n<1K, format:parquet, modality:text, library:datasets",2025-12-22T10:47:44.000Z,2026-04-06T07:27:12.000Z,False,question-answering
Subi1152/tamil-question-answering-dataset,21,0,"license:afl-3.0, size_categories:1K<n<10K, format:csv, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-03-05T04:10:38.000Z,2026-03-05T04:10:38.000Z,False,question-answering
Fadil369/medical-question-answering-datasets,19,0,"task_categories:question-answering, language:en, size_categories:1M<n<10M, format:parquet, modality:text, library:datasets, library:dask, library:polars",2026-04-05T02:21:28.000Z,2026-04-05T02:21:29.000Z,False,question-answering
azizmatin/question_answering,17,0,"task_categories:question-answering, multilinguality:monolingual, language:fa, license:mit, size_categories:n<1K, format:json, modality:text, library:datasets",2024-10-16T18:11:37.000Z,2024-10-17T20:14:08.000Z,False,question-answering
sdiazlor/civil-human-rights-question-answering,17,0,"task_categories:text-generation, task_categories:text-retrieval, task_categories:question-answering, language:en, size_categories:n<1K, format:parquet, modality:text, library:datasets",2025-01-17T08:53:13.000Z,2025-02-11T22:42:09.000Z,False,question-answering
Shakil2448868/Bangla-medical-question-answering,17,0,"size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-09-02T15:24:49.000Z,2025-09-02T15:24:56.000Z,False,question-answering
fawern/visual-question-answering-coco,16,1,"size_categories:n<1K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2024-10-09T19:59:21.000Z,2024-10-09T19:59:22.000Z,False,question-answering
ethanbradley/companies-house-table-question-answering,15,0,"language:en, license:mit, size_categories:n<1K, format:parquet, modality:image, modality:text, library:datasets, library:pandas",2025-04-18T14:23:31.000Z,2026-03-29T14:18:47.000Z,False,question-answering
open-source-metrics/question-answering-checkpoint-downloads,14,0,"size_categories:1K<n<10K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2022-09-18T02:03:16.000Z,2023-02-23T22:51:57.000Z,False,question-answering
InfoBayAI/English-Non-STEM-Question-Answering-MCQA-Dataset,14,0,"task_categories:question-answering, task_ids:multiple-choice-qa, language:en, license:cc-by-4.0, size_categories:n<1K, format:parquet, modality:text, library:datasets",2025-12-22T13:25:05.000Z,2026-04-06T07:29:44.000Z,False,question-answering
bigscience-data/roots_indic-bn_bengali_question_answering,13,0,"language:bn, license:cc-by-4.0, size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant",2022-05-18T09:14:59.000Z,2022-12-12T11:06:52.000Z,False,question-answering
ztony0712/question_answering,13,0,"task_categories:text-generation, language:en, license:apache-2.0, size_categories:10K<n<100K, format:parquet, modality:tabular, modality:text, library:datasets",2025-05-10T08:25:39.000Z,2025-05-21T08:46:36.000Z,False,question-answering
farabi-lab/Retrieval-Augmented-Question-Answering,13,0,"task_categories:question-answering, task_categories:text-generation, language:kk, license:cc-by-nc-4.0, size_categories:10K<n<100K, format:parquet, modality:text, library:datasets",2026-02-16T11:38:44.000Z,2026-03-10T06:01:26.000Z,False,question-answering
Ashima/rlvr_task863_asdiv_multiop_question_answering,13,0,"size_categories:n<1K, format:parquet, format:optimized-parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:polars",2026-02-19T03:33:57.000Z,2026-02-19T03:33:59.000Z,False,question-answering
dmakian/question_answering_json,12,0,"size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-04-17T03:10:07.000Z,2024-04-17T03:10:09.000Z,False,question-answering
Karmukilan/Malikeh1375_medical-question-answering-datasets,12,2,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-07-16T18:43:32.000Z,2024-07-16T18:43:33.000Z,False,question-answering
LangChainDatasets/question-answering-paul-graham,11,4,"license:mit, size_categories:n<1K, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2023-03-12T01:01:16.000Z,2023-03-12T01:02:15.000Z,False,question-answering
Lots-of-LoRAs/task866_mawps_multidiv_question_answering,11,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:text",2024-12-30T22:56:36.000Z,2024-12-30T22:56:38.000Z,False,question-answering
Lots-of-LoRAs/task1293_kilt_tasks_hotpotqa_question_answering,11,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2025-01-02T14:41:54.000Z,2025-01-02T14:41:56.000Z,False,question-answering
Lots-of-LoRAs/task1412_web_questions_question_answering,11,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2025-01-03T18:08:13.000Z,2025-01-03T18:08:15.000Z,False,question-answering
